Study,QuestType,WhichQuestion,WhichAnswer,verb,Matrix,ImageName,MOAnswer,MSAnswer,MAAnswer,MFAnswer,ModQuestion,NoModQuestion,Group
Q,14,NoMod,MS,say,Dana said,ace2.png,E,C and E,"A, B, C, and E",D,ho can play an ace,ho has an ace to play,O
Q,14,NoMod,MS,say,Dana said,ten1.png,C,C and D,"B, C, D, and F",E,ho can play a ten,ho has a ten to play,P
Q,14,NoMod,MS,say,Dana said,ten2.png,F,A and F,"A, B, E, and F",C,ho can play a ten,ho has a ten to play,P
Q,15,NoMod,MA,say,Dana said,six1.png,A,A and B,"A, B, C, and F",D,ho can play a six,ho has a six to play,A
Q,15,NoMod,MA,say,Dana said,six2.png,D,D and E,"B, D, E, and F",A,ho can play a six,ho has a six to play,A
Q,15,NoMod,MA,say,Dana said,four1.png,F,A and F,"A, B, D, and F",E,ho can play a four,ho has a four to play,B
Q,15,NoMod,MA,say,Dana said,four2.png,E,B and E,"B, D, E, and F",C,ho can play a four,ho has a four to play,B
Q,15,NoMod,MA,say,Dana said,red1.png,A,A and B,"A, B, D, and F",C,ho can play a red card,ho has a red card to play,C
Q,15,NoMod,MA,say,Dana said,red2.png,F,D and F,"B, C, D, and F",A,ho can play a red card,ho has a red card to play,C
Q,15,NoMod,MA,say,Dana said,black1.png,D,B and D,"A, B, D, and F",C,ho can play a black card,ho has a black card to play,D
Q,15,NoMod,MA,say,Dana said,black2.png,B,B and C,"B, C, D, and F",E,ho can play a black card,ho has a black card to play,D
Q,15,NoMod,MA,say,Dana said,spade1.png,C,B and C,"B, C, E, and F",A,ho can play a spade,ho has a spade to play,E
Q,15,NoMod,MA,say,Dana said,spade2.png,E,B and E,"A, B, C, and E",D,ho can play a spade,ho has a spade to play,E
Q,15,NoMod,MA,say,Dana said,club1.png,A,A and C,"A, C, D, and F",B,ho can play a club,ho has a club to play,F
Q,15,NoMod,MA,say,Dana said,club2.png,C,B and C,"B, C, D, and E",F,ho can play a club,ho has a club to play,F
Q,15,NoMod,MA,say,Dana said,diamond1.png,E,D and E,"A, B, D, and E",C,ho can play a diamond,ho has a diamond to play,G
Q,15,NoMod,MA,say,Dana said,diamond2.png,A,A and B,"A, B, E, and F",C,ho can play a diamond,ho has a diamond to play,G
Q,15,NoMod,MA,say,Dana said,hearts1.png,F,C and F,"A, C, D, and F",B,ho can play a heart,ho has a heart to play,H
Q,15,NoMod,MA,say,Dana said,hearts2.png,B,B and E,"A, B, C, and E",D,ho can play a heart,ho has a heart to play,H
Q,15,NoMod,MA,say,Dana said,jack1.png,A,A and B,"A, B, D, and F",E,ho can play a jack,ho has a jack to play,I
Q,15,NoMod,MA,say,Dana said,jack2.png,A,A and C,"A, C, E, and F",B,ho can play a jack,ho has a jack to play,I
Q,15,NoMod,MA,say,Dana said,queen1.png,B,B and C,"A, B, C, and E",D,ho can play a queen,ho has a queen to play,J
Q,15,NoMod,MA,say,Dana said,queen2.png,F,E and F,"B, C, E, and F",A,ho can play a queen,ho has a queen to play,J
Q,15,NoMod,MA,say,Dana said,king1.png,D,D and E,"A, B, D, and E",C,ho can play a king,ho has a king to play,K
Q,15,NoMod,MA,say,Dana said,king2.png,C,C and D,"A, C, D, and F",E,ho can play a king,ho has a king to play,K
Q,15,NoMod,MA,say,Dana said,face1.png,C,C and D,"A, C, D, and E",F,ho can play a face card,ho has a face card to play,L
Q,15,NoMod,MA,say,Dana said,face2.png,B,B and C,"B, C, D, and F",A,ho can play a face card,ho has a face card to play,L
Q,15,NoMod,MA,say,Dana said,number1.png,F,C and F,"C, D, E, and F",A,ho can play a number card,ho has a number card to play,M
Q,15,NoMod,MA,say,Dana said,number2.png,A,A and B,"A, B, D, and F",C,ho can play a number card,ho has a number card to play,M
Q,15,NoMod,MA,say,Dana said,ace1.png,B,B and C,"B, C, E, and F",D,ho can play an ace,ho has an ace to play,N
Q,15,NoMod,MA,say,Dana said,ace2.png,E,C and E,"A, B, C, and E",D,ho can play an ace,ho has an ace to play,N
Q,15,NoMod,MA,say,Dana said,ten1.png,C,C and D,"B, C, D, and F",E,ho can play a ten,ho has a ten to play,O
Q,15,NoMod,MA,say,Dana said,ten2.png,F,A and F,"A, B, E, and F",C,ho can play a ten,ho has a ten to play,O
Q,15,NoMod,MA,say,Dana said,eight1.png,D,B and D,"B, C, D, and E",A,ho can play a eight,ho has an eight to play,P
Q,15,NoMod,MA,say,Dana said,eight2.png,B,A and B,"A, B, D, and E",F,ho can play a eight,ho has an eight to play,P
Q,16,NoMod,MF,say,Dana said,four1.png,F,A and F,"A, B, D, and F",E,ho can play a four,ho has a four to play,A
Q,16,NoMod,MF,say,Dana said,four2.png,E,B and E,"B, D, E, and F",C,ho can play a four,ho has a four to play,A
Q,16,NoMod,MF,say,Dana said,red1.png,A,A and B,"A, B, D, and F",C,ho can play a red card,ho has a red card to play,B
Q,16,NoMod,MF,say,Dana said,red2.png,F,D and F,"B, C, D, and F",A,ho can play a red card,ho has a red card to play,B
Q,16,NoMod,MF,say,Dana said,black1.png,D,B and D,"A, B, D, and F",C,ho can play a black card,ho has a black card to play,C
Q,16,NoMod,MF,say,Dana said,black2.png,B,B and C,"B, C, D, and F",E,ho can play a black card,ho has a black card to play,C
Q,16,NoMod,MF,say,Dana said,spade1.png,C,B and C,"B, C, E, and F",A,ho can play a spade,ho has a spade to play,D
Q,16,NoMod,MF,say,Dana said,spade2.png,E,B and E,"A, B, C, and E",D,ho can play a spade,ho has a spade to play,D
Q,16,NoMod,MF,say,Dana said,club1.png,A,A and C,"A, C, D, and F",B,ho can play a club,ho has a club to play,E
Q,16,NoMod,MF,say,Dana said,club2.png,C,B and C,"B, C, D, and E",F,ho can play a club,ho has a club to play,E
Q,16,NoMod,MF,say,Dana said,diamond1.png,E,D and E,"A, B, D, and E",C,ho can play a diamond,ho has a diamond to play,F
Q,16,NoMod,MF,say,Dana said,diamond2.png,A,A and B,"A, B, E, and F",C,ho can play a diamond,ho has a diamond to play,F
Q,16,NoMod,MF,say,Dana said,hearts1.png,F,C and F,"A, C, D, and F",B,ho can play a heart,ho has a heart to play,G
Q,16,NoMod,MF,say,Dana said,hearts2.png,B,B and E,"A, B, C, and E",D,ho can play a heart,ho has a heart to play,G
Q,16,NoMod,MF,say,Dana said,jack1.png,A,A and B,"A, B, D, and F",E,ho can play a jack,ho has a jack to play,H
Q,16,NoMod,MF,say,Dana said,jack2.png,A,A and C,"A, C, E, and F",B,ho can play a jack,ho has a jack to play,H
Q,16,NoMod,MF,say,Dana said,queen1.png,B,B and C,"A, B, C, and E",D,ho can play a queen,ho has a queen to play,I
Q,16,NoMod,MF,say,Dana said,queen2.png,F,E and F,"B, C, E, and F",A,ho can play a queen,ho has a queen to play,I
Q,16,NoMod,MF,say,Dana said,king1.png,D,D and E,"A, B, D, and E",C,ho can play a king,ho has a king to play,J
Q,16,NoMod,MF,say,Dana said,king2.png,C,C and D,"A, C, D, and F",E,ho can play a king,ho has a king to play,J
Q,16,NoMod,MF,say,Dana said,face1.png,C,C and D,"A, C, D, and E",F,ho can play a face card,ho has a face card to play,K
Q,16,NoMod,MF,say,Dana said,face2.png,B,B and C,"B, C, D, and F",A,ho can play a face card,ho has a face card to play,K
Q,16,NoMod,MF,say,Dana said,number1.png,F,C and F,"C, D, E, and F",A,ho can play a number card,ho has a number card to play,L
Q,16,NoMod,MF,say,Dana said,number2.png,A,A and B,"A, B, D, and F",C,ho can play a number card,ho has a number card to play,L
Q,16,NoMod,MF,say,Dana said,ace1.png,B,B and C,"B, C, E, and F",D,ho can play an ace,ho has an ace to play,M
Q,16,NoMod,MF,say,Dana said,ace2.png,E,C and E,"A, B, C, and E",D,ho can play an ace,ho has an ace to play,M
Q,16,NoMod,MF,say,Dana said,ten1.png,C,C and D,"B, C, D, and F",E,ho can play a ten,ho has a ten to play,N
Q,16,NoMod,MF,say,Dana said,ten2.png,F,A and F,"A, B, E, and F",C,ho can play a ten,ho has a ten to play,N
Q,16,NoMod,MF,say,Dana said,eight1.png,D,B and D,"B, C, D, and E",A,ho can play a eight,ho has an eight to play,O
Q,16,NoMod,MF,say,Dana said,eight2.png,B,A and B,"A, B, D, and E",F,ho can play a eight,ho has an eight to play,O
Q,16,NoMod,MF,say,Dana said,six1.png,A,A and B,"A, B, C, and F",D,ho can play a six,ho has a six to play,P
Q,16,NoMod,MF,say,Dana said,six2.png,D,D and E,"B, D, E, and F",A,ho can play a six,ho has a six to play,P
